zipcode,province,area
6813,Eastern Samar,Lawa-an
6803,Eastern Samar,Llorente
6820,Eastern Samar,Maslog
6802,Eastern Samar,Maydulong
6808,Eastern Samar,Mercedes
6818,Eastern Samar,Oras
6810,Eastern Samar,Quinapundan
6807,Eastern Samar,Salcedo
6814,Eastern Samar,San Julian
6821,Eastern Samar,San Policarpio
6815,Eastern Samar,Sulat
6816,Eastern Samar,Taft
5044,Guimaras Sub-Province,Buenavista
5045,Guimaras Sub-Province,Jordan
5046,Guimaras Sub-Province,Nueva Valencia
3606,Ifugao,Aguinaldo
3610,Ifugao,Asipulo
3601,Ifugao,Banaue
3607,Ifugao,Hingyon
3603,Ifugao,Hungduan
3604,Ifugao,Kiangan
3600,Ifugao,Lagawe
3605,Ifugao,Lamut
3602,Ifugao,Mayaoyao (Mayoyao)
3608,Ifugao,Potia
3609,Ifugao,Tinoc
2922,Ilocos Norte,Adams
2916,Ilocos Norte,Bacarra
2904,Ilocos Norte,Badoc
2920,Ilocos Norte,Bangui
2906,Ilocos Norte,Batac
2918,Ilocos Norte,Burgos
2911,Ilocos Norte,Carasi
2903,Ilocos Norte,Currimao
2913,Ilocos Norte,Dingras
2921,Ilocos Norte,Dumalneg
2908,Ilocos Norte,Espiritu
2900,Ilocos Norte,Laoag
2907,Ilocos Norte,Marcos
2909,Ilocos Norte,Nueva Era
2919,Ilocos Norte,Pagudpud
2902,Ilocos Norte,Paoay
2917,Ilocos Norte,Pasuquin
2912,Ilocos Norte,Piddig
2905,Ilocos Norte,Pinili
2901,Ilocos Norte,San Nicolas
2914,Ilocos Norte,Sarrat
2910,Ilocos Norte,Solsona
2915,Ilocos Norte,Vintar
2716,Ilocos Sur,Alilem
2708,Ilocos Sur,Banayoyo
2727,Ilocos Sur,Bantay
2724,Ilocos Sur,Burgos
2732,Ilocos Sur,Cabugao
2710,Ilocos Sur,Candon
2702,Ilocos Sur,Caoayan
2718,Ilocos Sur,Cervantes
2709,Ilocos Sur,Galimuyod
2720,Ilocos Sur,Gregorio del Pilar
2723,Ilocos Sur,Lidlida
2730,Ilocos Sur,Magsingkil
2725,Ilocos Sur,Nagbukel
2704,Ilocos Sur,Narvacan
2721,Ilocos Sur,Quirino
2711,Ilocos Sur,Salcedo
2722,Ilocos Sur,San Emilio
2706,Ilocos Sur,San Esteban
2728,Ilocos Sur,San Ildefonso
2731,Ilocos Sur,San Juan
2726,Ilocos Sur,San Vicente
2703,Ilocos Sur,Santa
2701,Ilocos Sur,Santa Catalina
2713,Ilocos Sur,Santa Cruz
2712,Ilocos Sur,Santa Lucia
2705,Ilocos Sur,Santa Maria
2707,Ilocos Sur,Santiago
2729,Ilocos Sur,Santo Domingo
2719,Ilocos Sur,Sicay
2733,Ilocos Sur,Sinait
2717,Ilocos Sur,Sugpon
2715,Ilocos Sur,Suyo
2714,Ilocos Sur,Tagudin
2700,Ilocos Sur,Vigan
5012,Iloilo,Ajuy
5028,Iloilo,Alimodian
5009,Iloilo,Anilao
5033,Iloilo,Badiangan
5018,Iloilo,Balasan
5010,Iloilo,Banate
5007,Iloilo,Barotac Nuevo
5011,Iloilo,Barotac Viejo
5016,Iloilo,Batad
5041,Iloilo,Bingawan
5031,Iloilo,Cabanatuan
5040,Iloilo,Calinog
5019,Iloilo,Carles
5013,Iloilo,Concepcion
5035,Iloilo,Dingle
5038,Iloilo,Duenas
5006,Iloilo,Dumangas
5017,Iloilo,Estancia
5022,Iloilo,Guimbal
5029,Iloilo,Igbaras
5000,Iloilo,Iloilo
5034,Iloilo,Janiuay
5042,Iloilo,Lambunao
5003,Iloilo,Leganes
5043,Iloilo,Lemery
5026,Iloilo,Leon
5030,Iloilo,Maasin
5023,Iloilo,Miagao
5032,Iloilo,Mina
5005,Iloilo,New Lucena
5020,Iloilo,Oton
5037,Iloilo,Paasi
5001,Iloilo,Pavia
5008,Iloilo,Pototan
5015,Iloilo,San Dionisio
5036,Iloilo,San Enrique
5024,Iloilo,San Joaquin
5025,Iloilo,San Miguel
5039,Iloilo,San Rafael
5002,Iloilo,Santa Barbara
5014,Iloilo,Sara
5021,Iloilo,Tigbauan
5027,Iloilo,Tubungan
5004,Iloilo,Zarraga
3306,Isabela,Alicia
3307,Isabela,Angadanan
3316,Isabela,Aurora
3331,Isabela,Benito Soliven
3322,Isabela,Burgos
3328,Isabela,Cabagan
3315,Isabela,Cabatuan
3305,Isabela,Cauayan
3312,Isabela,Cordon
3326,Isabela,Delfin Albano
3336,Isabela,Dinapigui
3335,Isabela,Divilacan
3309,Isabela,Echague
3301,Isabela,Gamu
3330,Isabela,Ilagan
3313,Isabela,Jones
3304,Isabela,Luna
3333,Isabela,Maconacon
3323,Isabela,Mallig
3302,Isabela,Naguillan
3334,Isabela,Palanan
3324,Isabela,Quezon
3321,Isabela,Quirino
3319,Isabela,Ramon
3303,Isabela,Reina Mercedes
3320,Isabela,Roxas
3314,Isabela,San Agustin
3308,Isabela,San Guillermo
3310,Isabela,San Isidro
3332,Isabela,San Mariano
3318,Isabela,San Mateo
3317,Isabela,San Miguel (Callang)
3329,Isabela,San Pablo
3311,Isabela,Santiago
3330,Isabela,Sta. Maria
3327,Isabela,Sto. Tomas
3325,Isabela,Tamauini K
3801,Kalinga-Apayao,Balbalan
3814,Kalinga-Apayao,Calanasan
3807,Kalinga-Apayao,Conner
3810,Kalinga-Apayao,Flora
3809,Kalinga-Apayao,Kabugao
3808,Kalinga-Apayao,Liwan (Rizal)
3802,Kalinga-Apayao,Lubuagan
3813,Kalinga-Apayao,Luna
3803,Kalinga-Apayao,Pasil
3806,Kalinga-Apayao,Pinukpuk
3812,Kalinga-Apayao,Pudtol
3811,Kalinga-Apayao,Sta. Marcela
3800,Kalinga-Apayao,Tabuk
3805,Kalinga-Apayao,Tanudan
3804,Kalinga-Apayao,Tinglayan
2504,La Union,Agoo
2503,La Union,Aringay
2515,La Union,Bacnotan
2512,La Union,Bagulin
2517,La Union,Balaoan
2519,La Union,Bangar
2501,La Union,Bauang
2510,La Union,Burgos
2502,La Union,Caba
2507,La Union,Damortis
2518,La Union,Luna
2511,La Union,Naguilian
2508,La Union,Pugo
2506,La Union,Rosario
2500,La Union,San Fernando
2513,La Union,San Gabriel
2514,La Union,San Juan
2516,La Union,Santol
2505,La Union,Sto. Tomas
2520,La Union,Sudepen
2509,La Union,Tubao
4001,Laguna,Alaminos
4033,Laguna,Bay
4024,Laguna,Biñan
4006,Laguna,Botocan
4025,Laguna,Cabuyao
4027,Laguna,Calamba
4012,Laguna,Caluan
4029,Laguna,Camp Vicente Lim
4028,Laguna,Canlubang
4013,Laguna,Cavinti
4031,Laguna,College Los Baños
4021,Laguna,Famy
4015,Laguna,Kalayaan
4004,Laguna,Liliw
4030,Laguna,Los Baños
4032,Laguna,Luisiana
4014,Laguna,Lumban
4020,Laguna,Mabitac
4007,Laguna,Magdalena
4005,Laguna,Majayjay
4002,Laguna,Nagcarlan
4016,Laguna,Paete
4008,Laguna,Pagsanjan
4017,Laguna,Pakil
4018,Laguna,Pangil
4010,Laguna,Pila
4003,Laguna,Rizal
4000,Laguna,San Pablo
4023,Laguna,San Pedro
4019,Laguna,Siniloan
4009,Laguna,Sta. Cruz
4022,Laguna,Sta. maria
4026,Laguna,Sta. Rosa
4011,Laguna,Victoria
9205,Lanao del Norte,Bacolod
9217,Lanao del Norte,Baloi
9210,Lanao del Norte,Baroy
9200,Lanao del Norte,Iligan
9214,Lanao del Norte,Kapatagan
9215,Lanao del Norte,Karomatan
9202,Lanao del Norte,Kauswagan
9207,Lanao del Norte,Kolambugan
9211,Lanao del Norte,Lala
9201,Lanao del Norte,Linamon
9221,Lanao del Norte,Magsaysay
9206,Lanao del Norte,Maigo
9203,Lanao del Norte,Matungao
9219,Lanao del Norte,Munai
9216,Lanao del Norte,Nunungan
9208,Lanao del Norte,Pantao Ragat
9218,Lanao del Norte,Pantar
9204,Lanao del Norte,Poona Piagapo
9212,Lanao del Norte,Salvador
9213,Lanao del Norte,Sapad
9222,Lanao del Norte,Tagoloan
9220,Lanao del Norte,Tangkal
9209,Lanao del Norte,Tubod
9316,Lanao del Sur,Bacolod Grande
9302,Lanao del Sur,Balabagan
9318,Lanao del Sur,Balindong
9309,Lanao del Sur,Bayang
9310,Lanao del Sur,Binindayan
9714,Lanao del Sur,Buadiposo Buntong
9708,Lanao del Sur,Bubong
9320,Lanao del Sur,Bumbaran
9305,Lanao del Sur,Butig
9319,Lanao del Sur,Calanogas
9311,Lanao del Sur,Ganassi
9709,Lanao del Sur,Kapai
9703,Lanao del Sur,Lumba Bayabao
9307,Lanao del Sur,Lumbatan
9306,Lanao del Sur,Lumbayanague
9308,Lanao del Sur,Macador Andong
9315,Lanao del Sur,Madalum
9314,Lanao del Sur,Madamba
9715,Lanao del Sur,Maguing
9300,Lanao del Sur,Malabang
9303,Lanao del Sur,Maragong
9711,Lanao del Sur,Marantao
9700,Lanao del Sur,Marawi
9706,Lanao del Sur,Masiu
9702,Lanao del Sur,Mulondo
9312,Lanao del Sur,Pagayawan
9710,Lanao del Sur,Piapago
9705,Lanao del Sur,Poona Bayabao
9313,Lanao del Sur,Pualas
9713,Lanao del Sur,Ramain-Ditsaan
9701,Lanao del Sur,Saguiaran
9301,Lanao del Sur,Sultan Gumander
9321,Lanao del Sur,Tagoloan - II
9704,Lanao del Sur,Tamparan
9712,Lanao del Sur,Taraka
9304,Lanao del Sur,Tubaran
9317,Lanao del Sur,Tugaya
9716,Lanao del Sur,Wao
1750,Las Pinas,Almanza
1749,Las Pinas,Angela Village
1743,Las Pinas,Cut-cut
1745,Las Pinas,Gatchalian Subdivision
1740,Las Pinas,Las Pinas CPO
1748,Las Pinas,Manila Doctors Village
1744,Las Pinas,Manuyo
1742,Las Pinas,Pulang Lupa
1741,Las Pinas,Remarville Subdivision
1752,Las Pinas,Soldiers Hills Subdivision
1751,Las Pinas,T. S. Cruz Subdivision
1747,Las Pinas,Talon, Moonwalk
1746,Las Pinas,Verdant Acres Subdivision
1742,Las Pinas,Zapote
6510,Leyte,Abuyog
6517,Leyte,Alangalang
6542,Leyte,Albuera
6520,Leyte,Babatngon
6516,Leyte,Barauen
6519,Leyte,Barugo
6525,Leyte,Bato
6521,Leyte,Baybay
6534,Leyte,Calubian
6530,Leyte,Capoocan
6529,Leyte,carigara
6515,Leyte,Dagami
6505,Leyte,Dulag
6524,Leyte,Hilongos
6523,Leyte,Hindang
6522,Leyte,Inopacan
6539,Leyte,Isabel
6527,Leyte,Jaro
6511,Leyte,Javier
6506,Leyte,Julita
6531,Leyte,Kananga
6508,Leyte,La Paz
6533,Leyte,Leyte
6509,Leyte,Macathur
6512,Leyte,Mahaplag
6532,Leyte,Matag-ob
6526,Leyte,Matalom
6507,Leyte,Mayorga
6540,Leyte,Merida
6541,Leyte,Ormoc
6501,Leyte,Palo
6538,Leyte,Palompon
6514,Leyte,Pastrana
6535,Leyte,San Isidro
6518,Leyte,San Miguel
6513,Leyte,Sta. Fe
6536,Leyte,Tabango
6504,Leyte,Tabontabon
6500,Leyte,Tacloban
6502,Leyte,Tanauan
6503,Leyte,Tolosa
6528,Leyte,Tunga
6537,Leyte,Villaba M
9609,Maguindanao,Ampatuan
9614,Maguindanao,Baira
9615,Maguindanao,Buldon
9616,Maguindanao,Buluan
9600,Maguindanao,Cotabato
9601,Maguindanao,Datu Odin Sinsuat (Dinaig)
9617,Maguindanao,Datu Paglas
9607,Maguindanao,Datu Piang
9618,Maguindanao,Gen. S.K. Datun
9606,Maguindanao,Kabuntulan
9608,Maguindanao,Maganoy
9613,Maguindanao,Matanog
9610,Maguindanao,Pagalungan
9604,Maguindanao,Parang
9603,Maguindanao,South Upi
9605,Maguindanao,Sultan Kudarat
9611,Maguindanao,Sultan Sa Barongis
9612,Maguindanao,Talayan
9602,Maguindanao,Upi
4900,Marinduque,Boac
4904,Marinduque,Buenavista
4905,Marinduque,Gasan
4901,Marinduque,Maogpog
4902,Marinduque,Sta. Cruz
4903,Marinduque,Torrijos
5414,Masbate,Aroroy
5413,Masbate,Baleno
5412,Masbate,balud
5415,Masbate,Batuan
5421,Masbate,Buenavista
5405,Masbate,Cataingan
5409,Masbate,Cawayan
5419,Masbate,Claveria
5403,Masbate,Dimasalang
5407,Masbate,Esperanza
5411,Masbate,Mandaon
5400,Masbate,Masbate
5410,Masbate,Milagros
5401,Masbate,Mobo
5418,Masbate,Montreal
5404,Masbate,Palanas
5406,Masbate,Pio V. Corpuz
5408,Masbate,Placer
5416,Masbate,San Fernando
5417,Masbate,San Jacinto
5420,Masbate,San Pascual
5402,Masbate,Uson
5108,Mindoro Occidental,Abra,de Ilog
5102,Mindoro Occidental,Calintaan
5111,Mindoro Occidental,Looc
5109,Mindoro Occidental,Lubang
5101,Mindoro Occidental,Magsaysay
5106,Mindoro Occidental,Mamburao
5107,Mindoro Occidental,Palauan
5103,Mindoro Occidental,Rizal
5104,Mindoro Occidental,Sablayan
5100,Mindoro Occidental,San Jose
5105,Mindoro Occidental,Sta. cruz
5110,Mindoro Occidental,Tilik
5201,Mindoro Oriental,Baco
5210,Mindoro Oriental,Bansud
5211,Mindoro Oriental,Bongabon
5214,Mindoro Oriental,Bulalacao
5200,Mindoro Oriental,Calapan
5209,Mindoro Oriental,Gloria
5213,Mindoro Oriental,Mansalay
5204,Mindoro Oriental,Naujan
5208,Mindoro Oriental,Pinamalayan
5206,Mindoro Oriental,Pola
5203,Mindoro Oriental,Puerto Galera
5212,Mindoro Oriental,Roxas
5202,Mindoro Oriental,san teodoro
5207,Mindoro Oriental,Soccorro
5205,Mindoro Oriental,Victoria
7206,Misamis Occidental,Aloran
7211,Misamis Occidental,baliangao
7215,Misamis Occidental,Bonifacio
7210,Misamis Occidental,Calamba
7201,Misamis Occidental,Clarin
7213,Misamis Occidental,Concepcion
7204,Misamis Occidental,Jimenez
7208,Misamis Occidental,Lopez Jaena
7207,Misamis Occidental,Oroquieta
7200,Misamis Occidental,Ozamis
7205,Misamis Occidental,Panaon
7209,Misamis Occidental,Plaridel
7212,Misamis Occidental,Sapang dalaga
7203,Misamis Occidental,Sinacaban
7214,Misamis Occidental,Tangub
9018,Mindoro Oriental,Alubijid
9005,Mindoro Oriental,Balingasag
9011,Mindoro Oriental,Balinguan
9008,Mindoro Oriental,Binuangan
9000,Misamis Oriental,Cagayan de Oro
9004,Mindoro Oriental,Claveria
9017,Mindoro Oriental,El Salvador
9014,Mindoro Oriental,Gingoog
9020,Mindoro Oriental,Gitagum
9022,Mindoro Oriental,Initao
9003,Mindoro Oriental,Jasaan
9010,Mindoro Oriental,Kinogitan
9019,Mindoro Oriental,Laguindian
9006,Mindoro Oriental,Langonglog
9021,Mindoro Oriental,Libertad
9025,Mindoro Oriental,Lugait
9015,Mindoro Oriental,Magsasay
9024,Mindoro Oriental,Manticao
9013,Mindoro Oriental,Medina
9023,Mindoro Oriental,Naawan
9016,Mindoro Oriental,Opol
9007,Mindoro Oriental,Salay
9009,Mindoro Oriental,Sugbongcogon
9001,Mindoro Oriental,Tagoloan
9012,Mindoro Oriental,Talisayan
7202,Mindoro Oriental,Tudela
9002,Mindoro Oriental,Villanueva
2623,Mountain Province,Barlig
2621,Mountain Province,Baukod
2618,Mountain Province,Besao
2616,Mountain Province,Bontoc
2614,Mountain Province,Natonin
2615,Mountain Province,Paracelis
2622,Mountain Province,Sabangan
2617,Mountain Province,Sadanga
2619,Mountain Province,Sagada
2620,Mountain Province,Tadian
6100,Negros Occidental,Bacolod
6101,Negros Occidental,bago
6107,Negros Occidental,Binalbagan
6121,Negros Occidental,cadiz
6126,Negros Occidental,Calatrava
6110,Negros Occidental,Candoni
6118,Negros Occidental,enrique Magalona
6124,Negros Occidental,Escalante
6108,Negros Occidental,Himamaylan
6106,Negros Occidental,Hinigaran
6114,Negros Occidental,hinoba-an
6109,Negros Occidental,Ilog
6128,Negros Occidental,Isabela
6111,Negros Occidental,Kabangkalan
6112,Negros Occidental,Kauayan
6130,Negros Occidental,La Carlota
6131,Negros Occidental,La Castillana
6120,Negros Occidental,Manapla
6132,Negros Occidental,Moises Padilla
6129,Negros Occidental,Murcia
6123,Negros Occidental,Paraiso (Fabrica)
6105,Negros Occidental,Pontevedra
6102,Negros Occidental,Pulupandan
6122,Negros Occidental,Sagay
6127,Negros Occidental,San carlos
6104,Negros Occidental,San enrique
6116,Negros Occidental,Silay
6117,Negros Occidental,Silay Hawaiian Central
6113,Negros Occidental,Sipalay
6115,Negros Occidental,Talisay
5125,Negros Occidental,Toboso
6103,Negros Occidental,Valladolid
6119,Negros Occidental,Victorias
6203,Negros Oriental,amlan
6210,Negros Oriental,Ayungon
6216,Negros Oriental,Bacung
6206,Negros Oriental,Bais
6222,Negros Oriental,Basay
6221,Negros Oriental,Bayawan
6209,Negros Oriental,Bindoy
6223,Negros Oriental,Canlaon
6217,Negros Oriental,Dauin
6200,Negros Oriental,Dumaguete
6214,Negros Oriental,Guihulngan
6212,Negros Oriental,Jimalalud
6213,Negros Oriental,La Libertad
6207,Negros Oriental,Mabinay
8208,Negros Oriental,Manjuyod
6205,Negros Oriental,Pamplona
6202,Negros Oriental,San Jose
6219,Negros Oriental,Siaton
6201,Negros Oriental,Sibulan
6220,Negros Oriental,Sta. Catalina
6204,Negros Oriental,Tanjay
6211,Negros Oriental,Tayasan
6215,Negros Oriental,Valencia
6224,Negros Oriental,Valle hermoso
6218,Negros Oriental,Zamboangita
9413,North Cotabato,Alamada
9415,North Cotabato,Aleosan
9414,North Cotabato,Antipas
9417,North Cotabato,Arakan
9416,North Cotabato,Banisilan
9408,North Cotabato,Carmen
9407,North Cotabato,Kabacan
9400,North Cotabato,Kidapawan
9411,North Cotabato,Libungan
9404,North Cotabato,Magpet
9401,North Cotabato,Makilala
9406,North Cotabato,Matalam
9410,North Cotabato,Midsayap
9402,North Cotabato,M'lang
9412,North Cotabato,Pigkawayan
9409,North Cotabato,Pikit
9405,North Cotabato,Pre. Roxas
9403,North Cotabato,Tulunan
6405,Northern Samar,Allen
6410,Northern Samar,Biri
6401,Northern Samar,Bobon
6408,Northern Samar,Capul
6400,Northern Samar,Catarman
6418,Northern Samar,Catubig
6422,Northern Samar,Gamay
6420,Northern Samar,La Navas
6411,Northern Samar,Laoang
6423,Northern Samar,Lapineg
6404,Northern Samar,Lavezares
6403,Northern Samar,Lope de Vega
6412,Northern Samar,Mapanas
6417,Northern Samar,Mondragon
6421,Northern Samar,Palapag
6413,Northern Samar,Pambujan
6416,Northern Samar,Rosario
6407,Northern Samar,San Antonio
6409,Northern Samar,San Isidro
6402,Northern Samar,San Jose
6415,Northern Samar,San Roque
6419,Northern Samar,San Vicente
6414,Northern Samar,Silvino Lubos
6406,Northern Samar,Victoria
3111,Nueva Ecija,Aliaga
3128,Nueva Ecija,Bongabon
3100,Nueva Ecija,Cabanatuan
3107,Nueva Ecija,Cabiao
3123,Nueva Ecija,Carrangalan
3120,Nueva Ecija,Central Luzon State University
3117,Nueva Ecija,Cuyapo
3130,Nueva Ecija,Fort Magsaysay
3131,Nueva Ecija,Gabaldon
3105,Nueva Ecija,Gapan
3125,Nueva Ecija,Gen. M. Natividad
3104,Nueva Ecija,Gen. Tinio
3115,Nueva Ecija,Guimba
3109,Nueva Ecija,Jaen
3129,Nueva Ecija,Laur
3112,Nueva Ecija,Licab
3126,Nueva Ecija,Llanera
3122,Nueva Ecija,Lupao
3119,Nueva Ecija,Munñoz
3116,Nueva Ecija,Nampicuan
3132,Nueva Ecija,Palayan
3124,Nueva Ecija,Pantabangan
3103,Nueva Ecija,Peñaranda
3113,Nueva Ecija,Quezon
3127,Nueva Ecija,Rizal
3108,Nueva Ecija,San antonio
3106,Nueva Ecija,San Isidro
3121,Nueva Ecija,San Jose
3102,Nueva Ecija,San Leonardo
3101,Nueva Ecija,Sta. Rosa
3133,Nueva Ecija,Sto. Domingo
3114,Nueva Ecija,Talavera
3118,Nueva Ecija,Talugtog
3110,Nueva Ecija,Zaragoza
3714,Nueva Vizcaya,Alfonso Castañeda
3701,Nueva Vizcaya,Ambaguio
3704,Nueva Vizcaya,Aritao
3711,Nueva Vizcaya,Bagabag
3702,Nueva Vizcaya,Bambang
3700,Nueva Vizcaya,Bayombong
3712,Nueva Vizcaya,Diadi
3706,Nueva Vizcaya,Dupax del Norte
3707,Nueva Vizcaya,Dupax del Sur
3703,Nueva Vizcaya,kasibu
3708,Nueva Vizcaya,Kayapa
3713,Nueva Vizcaya,quezon
3709,Nueva Vizcaya,Solano
3705,Nueva Vizcaya,Sta. Fe (Imugan)
3710,Nueva Vizcaya,Villa Verde (Ibung)
5302,Palawan,Aborlan
5320,Palawan,Agutaya
5311,Palawan,Araceli
5307,Palawan,Balabac
5306,Palawan,batazara
5305,Palawan,Brooke's Point
5317,Palawan,Busuanga
5321,Palawan,Cagayancillo
5316,Palawan,Coron
5315,Palawan,culion
5318,Palawan,Cuyo
5310,Palawan,Dumaran
5313,Palawan,El Nido (Baquit)
5301,Palawan,Iwahig Penal Colony
5322,Palawan,Kalayaan
5314,Palawan,Linapacan
5319,Palawan,Magsaysay
5303,Palawan,Narra (Panacan)
5300,Palawan,Puerto Princesa
5304,Palawan,Quezon
5308,Palawan,Roxas
5309,Palawan,San Vicente
5312,Palawan,Taytay
2009,Pampanga,Angeles
2016,Pampanga,Apalit
2012,Pampanga,Arayat
2001,Pampanga,Bacolor
2007,Pampanga,Basa airbase
2013,Pampanga,Candaba
2006,Pampanga,Floridablanca
2003,Pampanga,Guagua
2005,Pampanga,Lubao
2010,Pampanga,Mabalacat
2018,Pampanga,Macabebe
2011,Pampanga,Magalang
2017,Pampanga,Masantol
2021,Pampanga,Mexico
2019,Pampanga,Minalin
2008,Pampanga,Porac
2000,Pampanga,San Fernando
2014,Pampanga,San Luis
2015,Pampanga,San simon
2004,Pampanga,Sexmoan
2022,Pampanga,Sta. Ana
2002,Pampanga,Sta. Rita
2020,Pampanga,Sto. tomas
2408,Pangasinan,Agno
2415,Pangasinan,aguilar
2404,Pangasinan,Alaminos
2425,Pangasinan,Alcala
2405,Pangasinan,Anda
2439,Pangasinan,Asingan
2442,Pangasinan,Balungao
2407,Pangasinan,Bani
2422,Pangasinan,Basista
2424,Pangasinan,Bautista
2423,Pangasinan,Bayambang
2436,Pangasinan,Binalonan
2417,Pangasinan,Binmaley
2406,Pangasinan,Bolinao
2416,Pangasinan,Bugallon
2410,Pangasinan,Burgos
2418,Pangasinan,Calasiao
2400,Pangasinan,Dagupan
2411,Pangasinan,Dasol
2412,Pangasinan,Infanta
2402,Pangasinan,Labrador
2437,Pangasinan,Laoac
2401,Pangasinan,Lingayen
2409,Pangasinan,Mabini
2421,Pangasinan,Malasiqui
2430,Pangasinan,Manaoag
2432,Pangasinan,mangaldan
2413,Pangasinan,Mangatarem
2429,Pangasinan,Mapandan
2446,Pangasinan,Natividad
2435,Pangasinan,Pozorrubio
2441,Pangasinan,Riosales
2420,Pangasinan,San Carlos
2433,Pangasinan,San Fabian
2431,Pangasinan,San Jacinto
2438,Pangasinan,San Manuel
2447,Pangasinan,San Nicolas
2444,Pangasinan,San Quintin
2434,Pangasinan,Sison
2419,Pangasinan,Sta. Barbara
2440,Pangasinan,Sta. Maria
2426,Pangasinan,Sto. Tomas
2403,Pangasinan,Sual
2445,Pangasinan,Tayug
2443,Pangasinan,Umingan
2414,Pangasinan,Urbiztondo
2428,Pangasinan,Urdaneta
2427,Pangasinan,Villasis
1714,Paranaque,Aeropark Subdivision
1702,Paranaque,Baclaran
1711,Paranaque,Better Living Subdivision
1720,Paranaque,Bf Homes 1
1718,Paranaque,Bf Homes 2
1710,Paranaque,Executive Heights Subd.
1714,Paranaque,Ireneville Ii
1719,Paranaque,Ireneville Subdivision I & Ii
1717,Paranaque,Manila Memorial Park
1703,Paranaque,Marina Subd. (Reclamation)
1719,Paranaque,Maywood I
1716,Paranaque,Maywood Village II
1709,Paranaque,Merville Park
1712,Paranaque,Miramar Subdivision
1709,Paranaque,Moonwalk
1708,Paranaque,Multinational Village
1705,Paranaque,Ninoy Aquino Int’l. Airport
1700,Paranaque,Paranaque Cpo
1706,Paranaque,Pulo
1707,Paranaque,San Antonio Valley 11 & 12
1715,Paranaque,San Antonio Valley I
1709,Paranaque,South Admiral Village
1704,Paranaque,Sto. Nino
1701,Paranaque,Tambo
1713,Paranaque,United Paranaque Subd.
1301,Pasay,Domestic Airport Po
1308,Pasay,Manila Bay (Reclamation)
1300,Pasay,Pasay  Cpo Malibay
1307,Pasay,Picc (Reclamation Area)
1306,Pasay,San Isidro
1305,Pasay,San Jose
1302,Pasay,San Rafael
1303,Pasay,San Roque
1304,Pasay,Santa Clara
1309,Pasay,Villamor Airbase
1606,Pasig,Caniogan
1612,Pasig,Green Park
1603,Pasig,Kapitolyo
1611,Pasig,Manggahan
1607,Pasig,Maybunga
1605,Pasig,Ortigas Po
1600,Pasig,Pasig Cpo
1602,Pasig,Pinagbuhatan
1609,Pasig,Rosario
1601,Pasig,San Joaquin
1610,Pasig,Santolan
1608,Pasig,Sta. Lucia
1604,Pasig,Ugong
1620,Pateros,Aguho
1621,Pateros,Sta. Ana Q
4302,Quezon,Agbangan
4333,Quezon,Alabat
4331,Quezon,Atimonan
4340,Quezon,Burdeos
4318,Quezon,Calauag
4323,Quezon,Candelaria
4311,Quezon,Catanuan
4326,Quezon,Dolores
4310,Quezon,General Luna
4338,Quezon,General Nakar
4319,Quezon,Guinayangan
4307,Quezon,Gumaca
4317,Quezon,Hondagua
4336,Quezon,Infanta
4342,Quezon,Jomalig
4316,Quezon,lopez
4328,Quezon,Lucban
4301,Quezon,Lucena
4309,Quezon,Macalelon
4330,Quezon,Mauban
4312,Quezon,Mulanay
4303,Quezon,Padre Burgos
4302,Quezon,Pagbilao
4337,Quezon,Panukulan
4341,Quezon,Patnanongan
4334,Quezon,Perez
4308,Quezon,Pitogo
4306,Quezon,Plaridel
4339,Quezon,Polilio
4332,Quezon,Quezon
4300,Quezon,Quezon,Capitol
4335,Quezon,Real
4329,Quezon,Sampaloc
4314,Quezon,San andres
4324,Quezon,San antonio
4315,Quezon,San Francisco
4313,Quezon,San Narciso
4322,Quezon,Sariaya
4321,Quezon,Tagkawayan
4327,Quezon,Tayabas
4325,Quezon,Tiaong
4305,Quezon,Unisan
4320,Quezon,Vbuenavista
1135,Quezon,- P.O. Boxes Araneta Center P.O. Boxes
1141,Quezon,- P.O. Boxes Broadway Center P.O. Boxes
1138,Quezon,- P.O. Boxes Murphy Dist. P.O. Boxes
1147,Quezon,- P.O. Boxes Novaliches P.O. Boxes
1144,Quezon,- P.O. Boxes UP P.O. Boxes
1105,Quezon,Alicia
1102,Quezon,Amihan
1106,Quezon,Apolonio Samson
1106,Quezon,Baesa
1116,Quezon,Bagbag
1110,Quezon,Bagong Bayan
1109,Quezon,Bagong Buhay
1111,Quezon,Bagong Lipunan
1105,Quezon,Bagong Pag-asa
1119,Quezon,Bagong Silangan
1106,Quezon,Bahay Toro
1115,Quezon,Balingasa
1106,Quezon,Balintawak
1126,Quezon,Batasan Hills
1109,Quezon,Bayanihan
1120,Quezon,Bf Homes
1109,Quezon,Blue Ridge
1101,Quezon,Botocan
1105,Quezon,Bungad
1110,Quezon,Camp Aguinaldo
1126,Quezon,Capitol Hills/Park
1117,Quezon,Capri
1100,Quezon,Central
1102,Quezon,Claro
1121,Quezon,Commonwealth
1111,Quezon,Crame
1109,Quezon,Cubao
1128,Quezon,Culiat
1115,Quezon,Damar
1104,Quezon,Damayan
1112,Quezon,Damayan Lagi
1123,Quezon,Damong Maliit
1105,Quezon,Del Monte
1101,Quezon,Diliman
1109,Quezon,Dioquino Zobel
1113,Quezon,Docqa Imelda
1113,Quezon,Don Manuel
